Cropped Image Path,Text
all_cropped_images/dr2_1_16.jpg,سال 
all_cropped_images/dr2_1_17.jpg,ملتان 
all_cropped_images/dr2_1_18.jpg,دن 
all_cropped_images/dr2_1_19.jpg,دن 
all_cropped_images/dr2_1_20.jpg,ناٰشتے کے 
all_cropped_images/dr2_1_21.jpg,بعد
all_cropped_images/dr2_1_22.jpg,دن
all_cropped_images/dr2_1_23.jpg,رات
all_cropped_images/dr2_1_24.jpg,کو
all_cropped_images/dr2_1_25.jpg,سوتے
all_cropped_images/dr2_1_26.jpg,وقت
all_cropped_images/dr2_1_27.jpg,دن
all_cropped_images/dr2_1_28.jpg,دن
all_cropped_images/dr2_1_29.jpg,شام
all_cropped_images/dr2_1_30.jpg,شام
all_cropped_images/dr2_1_31.jpg,2
all_cropped_images/dr2_1_32.jpg,2
all_cropped_images/dr2_1_33.jpg,1 
all_cropped_images/dr2_1_34.jpg,4
all_cropped_images/dr2_1_35.jpg,10
all_cropped_images/dr2_1_36.jpg,1
all_cropped_images/dr2_1_37.jpg,1 
all_cropped_images/dr24_1_1.jpg,Khalid Shah
all_cropped_images/dr24_1_2.jpg,Pred Forte
all_cropped_images/dr24_1_3.jpg,Eye Drop
all_cropped_images/dr24_1_4.jpg,ایک ہفتہ
all_cropped_images/dr24_1_5.jpg,X4
all_cropped_images/dr24_1_6.jpg,ہر روز
all_cropped_images/dr24_1_7.jpg,ایک ہفتہ
all_cropped_images/dr24_1_8.jpg,X3
all_cropped_images/dr24_1_9.jpg,ہر روز
all_cropped_images/dr24_1_10.jpg,Viracyl
all_cropped_images/dr24_1_11.jpg,Eye Ointment
all_cropped_images/dr24_1_12.jpg,ایک ہفتہ
all_cropped_images/dr24_1_13.jpg,X2
all_cropped_images/dr24_1_14.jpg,ایک ہفتہ
all_cropped_images/dr24_1_15.jpg,X1
all_cropped_images/dr24_1_16.jpg,12.5
all_cropped_images/dr24_1_17.jpg,12.0
all_cropped_images/dr24_2_1.jpg,Cosopt
all_cropped_images/dr24_2_2.jpg,Alphagan
all_cropped_images/dr24_2_3.jpg,X2
all_cropped_images/dr24_2_4.jpg,X2
all_cropped_images/dr24_2_5.jpg,X1
all_cropped_images/dr24_2_6.jpg,جاری رکھیں
all_cropped_images/dr24_2_7.jpg,درد کی صورت میں
all_cropped_images/dr24_2_8.jpg,Tonoflex-P
all_cropped_images/dr24_2_9.jpg,Ponstan Forte
all_cropped_images/dr24_2_10.jpg, 
all_cropped_images/dr24_2_11.jpg,Trevrol
all_cropped_images/dr24_3_1.jpg,Javed Shahbaz
all_cropped_images/dr24_3_2.jpg,Frill
all_cropped_images/dr24_3_3.jpg,Acepol
all_cropped_images/dr24_3_4.jpg,X2
all_cropped_images/dr24_3_5.jpg,X2
all_cropped_images/dr24_3_6.jpg,PDV
all_cropped_images/dr24_3_7.jpg,6/9
all_cropped_images/dr24_3_8.jpg,6/60
all_cropped_images/dr24_3_9.jpg,22
all_cropped_images/dr24_3_10.jpg,19
all_cropped_images/dr25_1_1.jpg,Rukhsana Ejaz
all_cropped_images/dr25_1_2.jpg,Cara
all_cropped_images/dr25_1_3.jpg,Tab
all_cropped_images/dr25_1_4.jpg,20
all_cropped_images/dr25_1_5.jpg,ایک صبح
all_cropped_images/dr25_1_6.jpg,Tab
all_cropped_images/dr25_1_7.jpg,cytotrexate
all_cropped_images/dr25_1_8.jpg,10
all_cropped_images/dr25_1_9.jpg,ایک ہر جمعہ کو
all_cropped_images/dr25_1_10.jpg,Tab
all_cropped_images/dr25_1_11.jpg,Folic acid
all_cropped_images/dr25_1_12.jpg,ایک ہر ہفتہ
all_cropped_images/dr25_1_13.jpg,ایک صبح
all_cropped_images/dr25_1_14.jpg,Tab
all_cropped_images/dr25_1_15.jpg,Tab
all_cropped_images/dr25_1_16.jpg,Deltacortil
all_cropped_images/dr25_1_17.jpg,Tab/Syrup/Injection
all_cropped_images/dr25_1_18.jpg,ایک صبح ناشتہ کے بعد
all_cropped_images/dr25_1_19.jpg,Tab
all_cropped_images/dr25_1_20.jpg,loprin
all_cropped_images/dr25_1_21.jpg,75
all_cropped_images/dr25_1_22.jpg,ایک صبح
all_cropped_images/dr25_1_23.jpg,ایک شام کو
all_cropped_images/dr25_1_24.jpg,Tab
all_cropped_images/dr25_1_25.jpg,Xavor diu
all_cropped_images/dr25_1_26.jpg,50
all_cropped_images/dr25_1_27.jpg,ایک صبح
all_cropped_images/dr25_1_28.jpg,Mixtard
all_cropped_images/dr25_1_29.jpg,30
all_cropped_images/dr25_1_30.jpg,30
all_cropped_images/dr25_1_31.jpg,
all_cropped_images/dr25_1_32.jpg,Tab/Syrup/Injection
all_cropped_images/dr25_1_33.jpg,Neurobion
all_cropped_images/dr25_1_34.jpg,Nebix
all_cropped_images/dr25_1_35.jpg,Tab
all_cropped_images/dr25_1_36.jpg,25
all_cropped_images/dr25_1_37.jpg,شام
all_cropped_images/dr25_1_38.jpg,Tab
all_cropped_images/dr25_1_39.jpg,Tonoflex P
all_cropped_images/dr25_1_40.jpg,1+1
all_cropped_images/dr25_1_41.jpg,ایک صبح
all_cropped_images/dr25_1_42.jpg,Cap
all_cropped_images/dr25_1_43.jpg,Ergo
all_cropped_images/dr25_1_44.jpg,Tab
all_cropped_images/dr25_1_45.jpg,Stat A
all_cropped_images/dr25_1_46.jpg,10
all_cropped_images/dr25_1_47.jpg,ایک رات کو
all_cropped_images/dr25_1_48.jpg,BP
all_cropped_images/dr25_1_49.jpg,140/90
all_cropped_images/dr25_1_50.jpg,P
all_cropped_images/dr25_1_51.jpg,80
all_cropped_images/dr25_1_52.jpg,m
all_cropped_images/dr25_1_53.jpg,97%
all_cropped_images/dr25_1_54.jpg,83.7
all_cropped_images/dr25_1_55.jpg,wt
all_cropped_images/dr25_1_56.jpg,Kg
all_cropped_images/dr25_1_57.jpg,Cap
all_cropped_images/dr25_1_58.jpg,Fenoget
all_cropped_images/dr25_1_59.jpg,ایک صبح
all_cropped_images/dr25_1_60.jpg,Cap
all_cropped_images/dr25_1_61.jpg,Resque
all_cropped_images/dr25_1_62.jpg,1+1
all_cropped_images/dr25_1_63.jpg,-ve
all_cropped_images/dr25_1_64.jpg,-ve
all_cropped_images/dr25_1_65.jpg,ENA Profile
all_cropped_images/dr25_1_66.jpg,Anti ds DNA
all_cropped_images/dr25_1_67.jpg,ANA +ve
all_cropped_images/dr25_2_1.jpg,Rukkhsana Ejaz
all_cropped_images/dr25_2_2.jpg,Tab
all_cropped_images/dr25_2_3.jpg,Cara
all_cropped_images/dr25_2_4.jpg,20
all_cropped_images/dr25_2_5.jpg,ایک صبح
all_cropped_images/dr25_2_6.jpg,Tab
all_cropped_images/dr25_2_7.jpg,cytotrexate
all_cropped_images/dr25_2_8.jpg,ایک ہر جمعہ کو
all_cropped_images/dr25_2_9.jpg,Tab
all_cropped_images/dr25_2_10.jpg,Folic Acid
all_cropped_images/dr25_2_11.jpg,ایک ہر ہفتہ اور اتوار کو
all_cropped_images/dr25_2_12.jpg,
all_cropped_images/dr25_2_13.jpg,Tab
all_cropped_images/dr25_2_14.jpg,Neurobion
all_cropped_images/dr25_2_15.jpg,Tab
all_cropped_images/dr25_2_16.jpg,Tonoflex P
all_cropped_images/dr25_2_17.jpg,Tab
all_cropped_images/dr25_2_18.jpg,loprin
all_cropped_images/dr25_2_19.jpg,75
all_cropped_images/dr25_2_20.jpg,Cap
all_cropped_images/dr25_2_21.jpg,Ergo
all_cropped_images/dr25_2_22.jpg,ایک صبح
all_cropped_images/dr25_2_23.jpg,40
all_cropped_images/dr25_2_24.jpg,ہر دوسرے دن
all_cropped_images/dr25_2_25.jpg,Mixtard
all_cropped_images/dr25_2_26.jpg,30
all_cropped_images/dr25_2_27.jpg,30
all_cropped_images/dr25_2_28.jpg,صبح
all_cropped_images/dr25_2_29.jpg,25
all_cropped_images/dr25_2_30.jpg,شام 
all_cropped_images/dr25_2_31.jpg,Xavor Diu
all_cropped_images/dr25_2_32.jpg,ایک صبح
all_cropped_images/dr25_2_33.jpg,Tab
all_cropped_images/dr25_2_34.jpg,concor
all_cropped_images/dr25_2_35.jpg,2.5
all_cropped_images/dr25_2_36.jpg,ایک شام کو
all_cropped_images/dr25_2_37.jpg,30/3/24
all_cropped_images/dr25_2_38.jpg,درد
all_cropped_images/dr25_2_39.jpg,
all_cropped_images/dr25_2_40.jpg,
all_cropped_images/dr25_2_41.jpg,Deltacortil
all_cropped_images/dr25_2_42.jpg,5
all_cropped_images/dr25_2_43.jpg,BP
all_cropped_images/dr25_2_44.jpg,130/90
all_cropped_images/dr25_2_45.jpg,
all_cropped_images/dr25_2_46.jpg,100
all_cropped_images/dr25_2_47.jpg,m
all_cropped_images/dr25_2_48.jpg,wt
all_cropped_images/dr25_2_49.jpg,91
all_cropped_images/dr25_2_50.jpg,Kg
all_cropped_images/dr25_2_51.jpg,109
all_cropped_images/dr25_2_52.jpg,98%
all_cropped_images/dr25_2_53.jpg,ANA +ve
all_cropped_images/dr25_3_1.jpg,ANA +ve
all_cropped_images/dr25_3_2.jpg,BP
all_cropped_images/dr25_3_3.jpg,140/90
all_cropped_images/dr25_3_4.jpg,P
all_cropped_images/dr25_3_5.jpg,112
all_cropped_images/dr25_3_6.jpg,m
all_cropped_images/dr25_3_7.jpg,97%
all_cropped_images/dr25_3_8.jpg,wt
all_cropped_images/dr25_3_9.jpg,79.5
all_cropped_images/dr25_3_10.jpg,312
all_cropped_images/dr25_3_11.jpg,Rukhsana Ejaz
all_cropped_images/dr25_3_12.jpg,Tab
all_cropped_images/dr25_3_13.jpg,Cara
all_cropped_images/dr25_3_14.jpg,20
all_cropped_images/dr25_3_15.jpg,ایک صبح
all_cropped_images/dr25_3_16.jpg,Tab
all_cropped_images/dr25_3_17.jpg,HCQ
all_cropped_images/dr25_3_18.jpg,Tab
all_cropped_images/dr25_3_19.jpg,cytotrexate
all_cropped_images/dr25_3_20.jpg,10
all_cropped_images/dr25_3_21.jpg,ایک جمعہ کو
all_cropped_images/dr25_3_22.jpg,Tab
all_cropped_images/dr25_3_23.jpg,Folic Acid
all_cropped_images/dr25_3_24.jpg,Neurobion
all_cropped_images/dr25_3_25.jpg,Tab
all_cropped_images/dr25_3_26.jpg,Deltacortril ec
all_cropped_images/dr25_3_27.jpg,Tab
all_cropped_images/dr25_3_28.jpg,5
all_cropped_images/dr25_3_29.jpg,mg
all_cropped_images/dr25_3_30.jpg,Tab
all_cropped_images/dr25_3_31.jpg,Tonoflex P
all_cropped_images/dr25_3_32.jpg,1+1
all_cropped_images/dr25_3_33.jpg,Cap
all_cropped_images/dr25_3_34.jpg,40
all_cropped_images/dr25_3_35.jpg,ایک صبح
all_cropped_images/dr25_3_36.jpg,Esso
all_cropped_images/dr25_3_37.jpg,Nilstat
all_cropped_images/dr25_3_38.jpg,drop
all_cropped_images/dr25_3_39.jpg,Kenalog
all_cropped_images/dr25_3_40.jpg,ایک شام
all_cropped_images/dr25_3_41.jpg,ایک صبح ناشتہ کے بعد
all_cropped_images/dr25_3_42.jpg,ایک روزانہ
all_cropped_images/dr26_1_1.jpg,ward
all_cropped_images/dr26_1_2.jpg,داخل
all_cropped_images/dr26_1_3.jpg,کی دوائی جاری رکھیں
all_cropped_images/dr26_1_4.jpg,BP
all_cropped_images/dr26_1_5.jpg,شوگر
all_cropped_images/dr26_1_6.jpg,Urine culture & sensitivity
all_cropped_images/dr26_1_7.jpg,فوراً کروائیں
all_cropped_images/dr26_1_8.jpg,رپورٹ 
all_cropped_images/dr26_1_9.jpg,آنکھوں کا معائنہ
all_cropped_images/dr26_1_10.jpg,ٖFor Hcl
all_cropped_images/dr27_1_1.jpg,Tab/Syrup/Injection
all_cropped_images/dr27_1_2.jpg,RA
all_cropped_images/dr27_1_3.jpg,CTS
all_cropped_images/dr27_1_4.jpg,shoulder
all_cropped_images/dr27_1_5.jpg,Knee
all_cropped_images/dr27_1_6.jpg,CTS
all_cropped_images/dr27_1_7.jpg,Shoulder
all_cropped_images/dr27_1_8.jpg,08/06/2022
all_cropped_images/dr29_1_1.jpg,8
all_cropped_images/dr29_1_2.jpg,گولیاں روزٰٰانہ کھانے
all_cropped_images/dr29_1_3.jpg,کے درمیان
all_cropped_images/dr29_1_4.jpg,Cap
all_cropped_images/dr29_1_5.jpg,Eskem
all_cropped_images/dr29_1_6.jpg,40
all_cropped_images/dr29_1_7.jpg,5
all_cropped_images/dr29_1_8.jpg,mg
all_cropped_images/dr3_1_1.jpg,Farzana
all_cropped_images/dr3_1_2.jpg,29
all_cropped_images/dr3_1_3.jpg,Age
all_cropped_images/dr3_1_4.jpg,Melasma
all_cropped_images/dr3_1_5.jpg,The Purest VIT C Serum+ Ferulic Acid 
all_cropped_images/dr3_1_6.jpg,رات
all_cropped_images/dr3_1_7.jpg,کو
all_cropped_images/dr3_1_8.jpg,تمام
all_cropped_images/dr3_1_9.jpg,چہرے
all_cropped_images/dr3_1_10.jpg,پر
all_cropped_images/dr3_1_11.jpg,لگاٰئیں
all_cropped_images/dr3_1_12.jpg,Sun CAV Lotion
all_cropped_images/dr3_1_13.jpg,2
all_cropped_images/dr3_1_14.jpg,قظرے
all_cropped_images/dr3_1_15.jpg,صبح
all_cropped_images/dr3_1_16.jpg,اور
all_cropped_images/dr3_1_17.jpg,دوپہر
all_cropped_images/dr3_1_18.jpg,تمام
all_cropped_images/dr3_1_19.jpg,چہرے
all_cropped_images/dr3_1_20.jpg,پر
all_cropped_images/dr3_1_21.jpg,لگاٰئیں
all_cropped_images/dr3_1_22.jpg,ماہ
all_cropped_images/dr3_1_23.jpg,ماہ
all_cropped_images/dr3_1_24.jpg,2
all_cropped_images/dr3_1_25.jpg,2
all_cropped_images/dr3_1_26.jpg,Acnes Vitamin Wash
all_cropped_images/dr3_1_27.jpg,صبح
all_cropped_images/dr3_1_28.jpg,اور
all_cropped_images/dr3_1_29.jpg,شام
all_cropped_images/dr3_1_30.jpg,منہ
all_cropped_images/dr3_1_31.jpg,دھویٰیں
all_cropped_images/dr3_1_32.jpg,ماہ
all_cropped_images/dr3_1_33.jpg,2
all_cropped_images/dr3_1_34.jpg,Cap
all_cropped_images/dr3_1_35.jpg,Hemolok
all_cropped_images/dr3_1_36.jpg,250
all_cropped_images/dr3_1_37.jpg,mg
all_cropped_images/dr3_1_38.jpg,صبح
all_cropped_images/dr3_1_39.jpg,ایک کیپسول
all_cropped_images/dr3_1_40.jpg,روزانہ
all_cropped_images/dr3_1_41.jpg,2
all_cropped_images/dr3_1_42.jpg,ماہ
all_cropped_images/dr3_1_43.jpg,Cap
all_cropped_images/dr3_1_44.jpg,Btrol
all_cropped_images/dr3_1_45.jpg,250
all_cropped_images/dr3_1_46.jpg,mg
all_cropped_images/dr3_1_47.jpg,Dermive urea Gel
all_cropped_images/dr3_1_48.jpg,صبح
all_cropped_images/dr3_1_49.jpg,شام
all_cropped_images/dr3_1_50.jpg,پاوُں 
all_cropped_images/dr3_1_51.jpg,پر
all_cropped_images/dr3_1_52.jpg,لگاٰئیں
all_cropped_images/dr30_1_1.jpg,Avastin
all_cropped_images/dr30_1_2.jpg,maugar
all_cropped_images/dr30_1_3.jpg,منگل
all_cropped_images/dr30_1_4.jpg,صبح
all_cropped_images/dr30_1_5.jpg,7
all_cropped_images/dr30_1_6.jpg,3/23
all_cropped_images/dr30_1_7.jpg,9-30
all_cropped_images/dr30_1_8.jpg,Shahbaz
all_cropped_images/dr30_1_9.jpg,58
all_cropped_images/dr30_1_10.jpg,Years
all_cropped_images/dr30_1_11.jpg,Male
all_cropped_images/dr30_2_1.jpg,Avastin
all_cropped_images/dr30_2_2.jpg,maugar
all_cropped_images/dr30_2_3.jpg,منگل
all_cropped_images/dr30_2_4.jpg,صبح
all_cropped_images/dr30_2_5.jpg,Shahbaz
all_cropped_images/dr30_2_6.jpg,58
all_cropped_images/dr30_2_7.jpg,Years
all_cropped_images/dr30_2_8.jpg,Male
all_cropped_images/dr30_2_9.jpg,7
all_cropped_images/dr30_2_10.jpg,3/23
all_cropped_images/dr30_2_11.jpg,9-30
all_cropped_images/dr32_1_1.jpg,Falak Mughal
all_cropped_images/dr32_1_2.jpg,DM
all_cropped_images/dr32_1_3.jpg,Recently Diagnosed
all_cropped_images/dr32_1_4.jpg,F/H
all_cropped_images/dr32_1_5.jpg,+ve
all_cropped_images/dr32_1_6.jpg,غذا
all_cropped_images/dr32_1_7.jpg,پرھیز
all_cropped_images/dr32_1_8.jpg,شکر
all_cropped_images/dr32_1_9.jpg,چکنایٰ
all_cropped_images/dr32_1_10.jpg,ورزش
all_cropped_images/dr32_1_11.jpg,30
all_cropped_images/dr32_1_12.jpg,منٹ واک روزانہ
all_cropped_images/dr32_1_13.jpg,دوا
all_cropped_images/dr32_1_14.jpg,پاپندی کے ساتھ
all_cropped_images/dr32_1_15.jpg,ریگولر چیک اپ
all_cropped_images/dr32_1_16.jpg,ریکاڈ رکھنا
all_cropped_images/dr32_1_17.jpg,Tab
all_cropped_images/dr32_1_18.jpg,Dapwiz Plus XR
all_cropped_images/dr32_1_19.jpg,5/1000
all_cropped_images/dr32_1_20.jpg,mg
all_cropped_images/dr32_1_21.jpg,1+0+0
all_cropped_images/dr32_1_22.jpg,Cap
all_cropped_images/dr32_1_23.jpg,Xilica
all_cropped_images/dr32_1_24.jpg,75
all_cropped_images/dr32_1_25.jpg,mg
all_cropped_images/dr32_1_26.jpg,HS
all_cropped_images/dr32_1_27.jpg,1
all_cropped_images/dr32_1_28.jpg,ناشتے کے بعد
all_cropped_images/dr32_1_29.jpg,90
all_cropped_images/dr32_1_30.jpg,Kg
all_cropped_images/dr32_1_31.jpg,132/72
all_cropped_images/dr32_1_32.jpg,124
all_cropped_images/dr32_1_33.jpg,206
all_cropped_images/dr33_1_1.jpg,HTN
all_cropped_images/dr33_1_2.jpg,Tab
all_cropped_images/dr33_1_3.jpg,Glioptim
all_cropped_images/dr33_1_4.jpg,8
all_cropped_images/dr33_1_5.jpg,1+1
all_cropped_images/dr33_1_6.jpg,Tab
all_cropped_images/dr33_1_7.jpg,Stopage
all_cropped_images/dr33_1_8.jpg,50/500
all_cropped_images/dr33_1_9.jpg,1
all_cropped_images/dr33_1_10.jpg,Tab
all_cropped_images/dr33_1_11.jpg,Telsarta-A 
all_cropped_images/dr33_1_12.jpg,5/80
all_cropped_images/dr33_1_13.jpg,1
all_cropped_images/dr33_1_14.jpg,Tab
all_cropped_images/dr33_1_15.jpg,5
all_cropped_images/dr33_1_16.jpg,mg
all_cropped_images/dr33_1_17.jpg,1
all_cropped_images/dr33_1_18.jpg,Tab
all_cropped_images/dr33_1_19.jpg,Coprin
all_cropped_images/dr33_1_20.jpg,1
all_cropped_images/dr33_1_21.jpg,Tab
all_cropped_images/dr33_1_22.jpg,Lochol
all_cropped_images/dr33_1_23.jpg,20
all_cropped_images/dr33_1_24.jpg,120/70
all_cropped_images/dr33_1_25.jpg,54
all_cropped_images/dr33_1_26.jpg,Kg
all_cropped_images/dr33_1_27.jpg,HTN
all_cropped_images/dr33_1_28.jpg,کھانےسے
all_cropped_images/dr33_1_29.jpg,15
all_cropped_images/dr33_1_30.jpg,منٹ پہلے
all_cropped_images/dr33_1_31.jpg,شام
all_cropped_images/dr33_1_32.jpg,صبح
all_cropped_images/dr33_1_33.jpg,55
all_cropped_images/dr33_1_34.jpg,صبح
all_cropped_images/dr33_1_35.jpg,ByVas
all_cropped_images/dr33_1_36.jpg,10/160
all_cropped_images/dr33_2_1.jpg,Tab
all_cropped_images/dr33_2_2.jpg,Tab
all_cropped_images/dr33_2_3.jpg,Tab
all_cropped_images/dr33_2_4.jpg,Telsarta-A
all_cropped_images/dr33_2_5.jpg,5/80
all_cropped_images/dr33_2_6.jpg,1
all_cropped_images/dr33_2_7.jpg,ByVas
all_cropped_images/dr33_2_8.jpg,5
all_cropped_images/dr33_2_9.jpg,mg
all_cropped_images/dr33_2_10.jpg,1
all_cropped_images/dr33_2_11.jpg,Loprin
all_cropped_images/dr33_2_12.jpg,1
all_cropped_images/dr33_2_13.jpg,صبح
all_cropped_images/dr33_2_14.jpg,شام
all_cropped_images/dr33_2_15.jpg,صبح
all_cropped_images/dr33_2_16.jpg,HTN
all_cropped_images/dr33_2_17.jpg,maqsood Bibi
all_cropped_images/dr33_2_18.jpg,150/90
all_cropped_images/dr33_2_19.jpg,56
all_cropped_images/dr33_2_20.jpg,Kg
all_cropped_images/dr33_2_21.jpg,HTN
all_cropped_images/dr33_2_22.jpg,5/80
all_cropped_images/dr34_1_1.jpg,Mrs Gul Parijan
all_cropped_images/dr34_1_2.jpg,Tab
all_cropped_images/dr34_1_3.jpg,Evopride
all_cropped_images/dr34_1_4.jpg,4
all_cropped_images/dr34_1_5.jpg,mg
all_cropped_images/dr34_1_6.jpg,1+0+0
all_cropped_images/dr34_1_7.jpg,Tab
all_cropped_images/dr34_1_8.jpg,Inosita
all_cropped_images/dr34_1_9.jpg,50
all_cropped_images/dr34_1_10.jpg,1+0+1
all_cropped_images/dr34_1_11.jpg,Tab
all_cropped_images/dr34_1_12.jpg,Dapwiz Plus XR
all_cropped_images/dr34_1_13.jpg,5/500
all_cropped_images/dr34_1_14.jpg,0+1+0
all_cropped_images/dr34_1_15.jpg,Tab
all_cropped_images/dr34_1_16.jpg,Lowplat
all_cropped_images/dr34_1_17.jpg,75
all_cropped_images/dr34_1_18.jpg,mg
all_cropped_images/dr34_1_19.jpg,0+0+1
all_cropped_images/dr34_1_20.jpg,Tab
all_cropped_images/dr34_1_21.jpg,Zotonix
all_cropped_images/dr34_1_22.jpg,40
